Symbol,Name,IPO Year,Market Cap,Volume,Sector,Industry
GJT,Synthetic Fixed-Income Securities Inc. Synthetic Fixed-Income Securities Inc. Floating Rate Structured Repackaged Asset-Backed Trust Securities Certificates Series 2006-3,,0,0,Finance,Finance: Consumer Services
GKOS,Glaukos Corporation Common Stock,2015,4075302837,664942,Health Care,Medical/Dental Instruments
GL,Globe Life Inc. Common Stock,,9708447027,475474,Finance,Life Insurance
GLP,Global Partners LP Global Partners LP Common Units representing Limited Partner Interests,2005,691129796,133725,Energy,Oil Refining/Marketing
GLT,Glatfelter Corporation Common Stock,,717427908,255109,Basic Industries,Paper
GLW,Corning Incorporated Common Stock,,27840525457,5474959,Basic Industries,Telecommunications Equipment
GM,General Motors Company Common Stock,2010,73053939904,37486127,Capital Goods,Auto Manufacturing
GME,GameStop Corporation Common Stock,2002,13503011456,56941291,Consumer Services,Electronics Distribution
GMED,Globus Medical Inc. Class A Common Stock,2012,6217577406,636897,Health Care,Medical/Dental Instruments
GMS,GMS Inc. Common Stock,2016,1268054530,250925,Consumer Services,RETAIL: Building Materials
GMTA,GATX Corporation 5.625% Senior Notes due 2066,2016,0,5123,Consumer Services,Transportation Services
GNE,Genie Energy Ltd. Class B Common Stock Stock,2011,199269720,74501,Public Utilities,Power Generation
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands),,312259095,612996,Transportation,Marine Transportation
GNL,Global Net Lease Inc. Common Stock,2015,1474672688,555868,Consumer Services,Real Estate Investment Trusts
GNPK,Genesis Park Acquisition Corp. Class A Ordinary Shares,2021,0,225980,Finance,Business Services
GNPK.U,Genesis Park Acquisition Corp. Units each consisting of one Class A ordinary share and one-half of one redeemable warrant,2020,,0,,
GNPK.WS,Genesis Park Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share,,,0,,
GNRC,Generac Holdlings Inc. Common Stock,2010,15894401194,574738,Consumer Durables,Metal Fabrications
GNT,GAMCO Natural Resources Gold & Income Trust,2011,99960800,38267,,
GNW,Genworth Financial Inc Common Stock,2004,1456113007,6758926,Finance,Life Insurance
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,,899992812,180211,,
GOLF,Acushnet Holdings Corp. Common Stock,2016,3042360062,238750,Consumer Non-Durables,Recreational Products/Toys
GPC,Genuine Parts Company Common Stock,,13988881858,906340,Capital Goods,Automotive Aftermarket
GPI,Group 1 Automotive Inc. Common Stock,1997,2637612092,280625,Consumer Durables,Automotive Aftermarket
GPJA,Georgia Power Company Series 2017A 5.00% Junior Subordinated Notes due October 1 2077,2017,0,6589,Public Utilities,Electric Utilities: Central
GPK,Graphic Packaging Holding Company,,4316283411,2727743,Consumer Durables,Containers/Packaging
GPN,Global Payments Inc. Common Stock,,54554216729,2632940,Miscellaneous,Business Services
GPS,Gap Inc. (The) Common Stock,,7703489124,9249900,Consumer Services,Clothing/Shoe/Accessory Stores
GPX,GP Strategies Corporation Common Stock,,206457344,36282,Consumer Services,Other Consumer Services
GRA,W.R. Grace & Co. Common Stock,,3915155062,342215,Basic Industries,Major Chemicals
GRC,Gorman-Rupp Company (The) Common Stock,,821168668,139606,Capital Goods,Fluid Controls
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest,,218511185,38576,,
GS,Goldman Sachs Group Inc. (The) Common Stock,1999,94625523331,3776333,Finance,Investment Bankers/Brokers/Service
GSAH,GS Acquisition Holdings Corp II Class A Common Stock,2020,1074375000,2559456,Finance,Business Services
GSAH.U,GS Acquisition Holdings Corp II Units each consisting of one share of Class A Common Stock and one-quarter of one redeemable Warrant,2020,,0,,
GSAH.WS,GS Acquisition Holdings Corp II Redeemable Warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50,,,0,,
GSBD,Goldman Sachs BDC Inc. Common Stock,2015,1806296442,492300,,
GTN,Gray Television Inc. Common Stock,,1685701822,728992,Consumer Services,Broadcasting
GTS,Triple-S Management Corporation Class B Common Stock,2007,570760208,165029,Finance,Accident &Health Insurance
GTT,GTT Communications Inc. Common Stock,,276451829,2151366,Public Utilities,Telecommunications Equipment
GTY,Getty Realty Corporation Common Stock,,1158767353,233017,Finance,Real Estate
GUT,Gabelli Utility Trust (The) Common Stock,,444314717,80085,,
GVA,Granite Construction Incorporated Common Stock,,1447578402,367069,Basic Industries,Military/Government/Technical
GWB,Great Western Bancorp Inc. Common Stock,2014,1355026024,538791,Finance,Major Banks
GWRE,Guidewire Software Inc. Common Stock,2012,9947483840,892760,Technology,Computer Software: Prepackaged Software
GWW,W.W. Grainger Inc. Common Stock,,19959684476,659990,Consumer Services,Office Equipment/Supplies/Services
GYC,Corporate Asset Backed Corp CABCO Corporate Asset Backed Corporation CABCO Series 2004-102 Trust (SBC Communications Inc.) Collared Floating Rate Cllable Certificates,,0,0,Finance,Finance: Consumer Services
H,Hyatt Hotels Corporation Class A Common Stock,2009,6927519967,1008212,Consumer Services,Hotels/Resorts
HAE,Haemonetics Corporation Common Stock,1991,5824663854,401457,Health Care,Medical/Dental Instruments
HAL,Halliburton Company Common Stock,,16150811672,11620980,Energy,Oilfield Services/Equipment
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc. Common Stock,2013,4633420379,1104260,Consumer Services,Real Estate Investment Trusts
HBI,Hanesbrands Inc. Common Stock,,5364191017,8284505,Consumer Services,Clothing/Shoe/Accessory Stores
HCA,HCA Healthcare Inc. Common Stock,2011,55425775860,1709885,Health Care,Hospital/Nursing Management
HCC,Warrior Met Coal Inc. Common Stock,2017,1192126575,942303,Energy,Coal Mining
HCHC,HC2 Holdings Inc. Common Stock,,272648200,425825,Capital Goods,Metal Fabrications
HCI,HCI Group Inc. Common Stock,,459846304,107000,Finance,Property-Casualty Insurers
HCXY,Hercules Capital Inc. 6.25% Notes due 2033,2018,0,1656,,
HCXZ,Hercules Capital Inc. 5.25% Notes due 2025,2018,0,2542,,
HD,Home Depot Inc. (The) Common Stock,,2.99349E+11,3461955,Consumer Services,RETAIL: Building Materials
HE,Hawaiian Electric Industries Inc. Common Stock,,3654292220,453435,Public Utilities,Electric Utilities: Central
HEI,Heico Corporation Common Stock,,16014322393,803054,Capital Goods,Aerospace
HEI/A,Heico Corporation,,,250185,,
HEP,Holly Energy Partners L.P. Common Stock,2004,1551025357,373152,Energy,Natural Gas Distribution
HEQ,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest,2011,138129087,100779,,
HES,Hess Corporation Common Stock,,17165628002,2128592,Energy,Integrated oil Companies
HESM,Hess Midstream LP Class A Share,2017,377693053,167933,Energy,Oil & Gas Production
HFC,HollyFrontier Corporation Common Stock,,4818393283,3595767,Energy,Integrated oil Companies
HGH,Hartford Financial Services Group Inc. (The) 7.875% Fixed to Floating Rate Junior Subordinated Debentures due 2042,,0,50310,Finance,Property-Casualty Insurers
HHC,Howard Hughes Corporation (The) Common Stock,,4861766345,457475,Consumer Services,Real Estate Investment Trusts
HI,Hillenbrand Inc Common Stock,,3152940193,325725,Consumer Durables,Miscellaneous manufacturing industries
HIE,Miller/Howard High Income Equity Fund Common Shares of Beneficial Interest,2014,149525400,72987,,
HIG,Hartford Financial Services Group Inc. (The) Common Stock,,17554608011,1356001,Finance,Property-Casualty Insurers
HIGA,H.I.G. Acquisition Corp. Class A Ordinary Shares,2020,0,536457,Finance,Business Services
HIGA.U,H.I.G. Acquisition Corp. Units each consisting of one Class A ordinary share $0.0001 par value and one-third of one redeemable warrant,2020,,0,,
HIGA.WS,H.I.G. Acquisition Corp. Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50,,,0,,
HII,Huntington Ingalls Industries Inc. Common Stock,,6557779485,379794,Capital Goods,Marine Transportation
HIL,Hill International Inc. Common Stock,2018,120327757,222877,Consumer Services,Military/Government/Technical
HIO,Western Asset High Income Opportunity Fund Inc. Common Stock,,622582859,204912,,
HIW,Highwoods Properties Inc. Common Stock,1994,3939160961,1211256,Consumer Services,Real Estate Investment Trusts
HIX,Western Asset High Income Fund II Inc. Common Stock,1998,576193884,97747,,
HL,Hecla Mining Company Common Stock,,2984345337,24684976,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
HLI,Houlihan Lokey Inc. Class A Common Stock,2015,4695309383,540457,Finance,Investment Managers
HLX,Helix Energy Solutions Group Inc. Common Stock,,638182826,1971187,Energy,Oilfield Services/Equipment
HMN,Horace Mann Educators Corporation Common Stock,1991,1665212830,258261,Finance,Property-Casualty Insurers
HNGR,Hanger Inc. Common Stock,2018,802583690,156547,Health Care,Medical Specialities
HNI,HNI Corporation Common Stock,,1441619438,174601,Consumer Durables,Office Equipment/Supplies/Services
HOG,Harley-Davidson Inc. Common Stock,,6295157400,1628949,Consumer Non-Durables,Motor Vehicles
HOME,At Home Group Inc. Common Stock,2016,1589067910,2990074,Consumer Services,Home Furnishings
HON,Honeywell International Inc. Common Stock,,1.4233E+11,3730598,Capital Goods,Aerospace
HOV,Hovnanian Enterprises Inc. Class A Common Stock,,313823390,304151,Capital Goods,Homebuilding
HP,Helmerich & Payne Inc. Common Stock,,2695122077,1837657,Energy,Oil & Gas Production
HPE,Hewlett Packard Enterprise Company Common Stock,2015,16246357614,10760499,Technology,Retail: Computer Software & Peripheral Equipment
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,2002,393472659,35208,,
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest,2002,487905032,86372,,
HPP,Hudson Pacific Properties Inc. Common Stock,2010,3621049810,904226,Finance,Real Estate
HPQ,HP Inc. Common Stock,,32073255079,9292903,Technology,Computer Manufacturing
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III,2003,526809442,67000,,
HPX,HPX Corp. Class A Ordinary Shares,2020,328583750,76498,Finance,Business Services
HPX.U,HPX Corp. Units each consisting of one Class A ordinary share and one-half of one redeemable warrant,2020,,0,,
HPX.WS,HPX Corp. Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50,,,0,,
HQH,Tekla Healthcare Investors Common Stock,1987,1051164854,102044,,
HQL,TeklaLife Sciences Investors Common Stock,1992,482678502,66646,,
HR,Healthcare Realty Trust Incorporated Common Stock,1993,4088423421,741159,Consumer Services,Real Estate Investment Trusts
HRB,H&R Block Inc. Common Stock,,3224494505,4191950,Consumer Services,Other Consumer Services
HRC,Hill-Rom Holdings Inc Common Stock,,6592934334,434050,Health Care,Medical/Dental Instruments
HRL,Hormel Foods Corporation Common Stock,,25894472891,3757113,Consumer Non-Durables,Meat/Poultry/Fish
HSC,Harsco Corporation Common Stock,,1384977660,417647,Consumer Services,Diversified Commercial Services
HSY,The Hershey Company Common Stock,,30848949024,1220796,Consumer Non-Durables,Specialty Foods
HT,Hersha Hospitality Trust Class A Common Shares of Beneficial Interest,1999,313855335,490714,Consumer Services,Real Estate Investment Trusts
HTA,Healthcare Trust of America Inc. Class A Common Stock,,6124437624,1443058,Consumer Services,Real Estate Investment Trusts
HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,2004,741293150,100871,,
HTFA,Horizon Technology Finance Corporation 6.25% Notes due 2022,2017,0,1273,,
HTGC,Hercules Capital Inc. Common Stock,2012,1726126779,792540,,
HTH,Hilltop Holdings Inc.,,2804610560,1269742,Finance,Major Banks
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund Common Shares of Beneficial Interest,,61115617,39041,,
HUBB,Hubbell Inc Common Stock,2015,8667830693,267896,Capital Goods,Electrical Products
HUBS,HubSpot Inc. Common Stock,2014,17085797920,614598,Technology,Computer Software: Prepackaged Software
HUM,Humana Inc. Common Stock,,51585374185,906090,Health Care,Medical Specialities
HUN,Huntsman Corporation Common Stock,2005,5961370041,1525991,Basic Industries,Major Chemicals
HUYA,HUYA Inc. American depositary shares each  representing one Class A ordinary share,2018,6054204701,2996924,Technology,Computer Software: Programming Data Processing
HVT,Haverty Furniture Companies Inc. Common Stock,,589693518,149046,Consumer Services,Other Specialty Stores
HVT/A,Haverty Furniture Companies Inc.,,,63,,
HWM,Howmet Aerospace Inc. Common Stock,,10736033034,4724501,Capital Goods,Metal Fabrications
HXL,Hexcel Corporation Common Stock,,3750753828,702628,Basic Industries,Major Chemicals
HY,Hyster-Yale Materials Handling Inc. Class A Common Stock,,1548452965,100629,Capital Goods,Construction/Ag Equipment/Trucks
HYB,New America High Income Fund Inc. (The) Common Stock,1988,206581235,48201,,
HYT,Blackrock Corporate High Yield Fund Inc. Common Stock,2003,1356792143,345596,,
HZAC,Horizon Acquisition Corporation Class A Ordinary Shares,2020,715339391,146709,Finance,Business Services
HZAC.U,Horizon Acquisition Corporation Units each consisting of one Class A Ordinary Shares and one-third of one Redeemable warrant,2020,,0,,
HZAC.WS,Horizon Acquisition Corporation Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50,,,0,,
HZN,Horizon Global Corporation Common Shares,2015,239643780,42400,Capital Goods,Auto Parts:O.E.M.
HZO,MarineMax Inc.  (FL) Common Stock,1998,952801862,1261135,Consumer Services,Other Specialty Stores
HZON,Horizon Acquisition Corporation II Class A Ordinary Shares,2020,703500000,472615,Finance,Business Services
HZON.U,Horizon Acquisition Corporation II Units each consisting of one Class A ordinary share and one-third of one redeemable warrant,2020,,0,,
HZON.WS,Horizon Acquisition Corporation II Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50,,,0,,
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,2007,109231480,43906,,
IBM,International Business Machines Corporation Common Stock,,1.06998E+11,8075669,Technology,Computer Manufacturing
ICE,Intercontinental Exchange Inc. Common Stock,2005,63206165565,2859013,Finance,Investment Bankers/Brokers/Service
IDA,IDACORP Inc. Common Stock,,4506750949,322235,Public Utilities,Electric Utilities: Central
IDE,Voya Infrastructure Industrials and Materials Fund Common Shares of Beneficial Interest,2010,204469935,95974,,
IDT,IDT Corporation Class B Common Stock,,360039607,144546,Public Utilities,Telecommunications Equipment
IEX,IDEX Corporation Common Stock,1989,14291737904,378754,Capital Goods,Fluid Controls
IFF,Internationa Flavors & Fragrances Inc. Common Stock,,12299946419,11221984,Basic Industries,Major Chemicals
IFF.WI,International Flavors & Fragrances Inc.,,,0,,
IFFT,International Flavors & Fragrances Inc. 6.00% Tangible Equity Units,2018,0,10811,Basic Industries,Major Chemicals
IFN,India Fund Inc. (The) Common Stock,,538629592,62856,,
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,2005,158048178,88868,,
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,2005,520129819,330869,,
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock,2009,233700008,28992,,
IGR,CBRE Clarion Global Real Estate Income Fund Common Stock,2004,828958412,441550,,
IGT,International Game Technology Ordinary Shares,2015,3484610154,2364533,Consumer Services,Services-Misc. Amusement & Recreation
IH,iHuman Inc. American depositary shares each representing five Class A ordinary shares,2020,995306023,106234,Consumer Services,Other Consumer Services
